Publication,Date,Title,Body,Summary,,,,,,,,
The New York Times,5/8/2019,Nothing notable in the news,No news articles available,No noteworthy summary for today,,,,,,,,
The New York Times,5/9/2019,No breaking news to report today,Today there is no publication in this section,Summary information is not provided,,,,,,,,
The New York Times,5/10/2019,Nothing notable in the news,Today there is no publication in this section,No summary available,,,,,,,,
The New York Times,5/13/2019,There is no available news today,Today there is no publication in this section,Summary information is not provided,,,,,,,,
The New York Times,5/14/2019,Recent Commercial Real Estate Transactions  WhatsApp Rushes to Fix Security Flaw Exposed in Hacking of Lawyer Phone,Recent commercial real estate transactions in New York to SQ FT  Researchers said the NSO Group had found a vulnerability which was disclosed Monday that was used to target the iPhone of a humanrights lawyer in London and perhaps othersSAN FRANCISCO An Israeli firm accused of supplying tools for spying on humanrights activists and journalists now faces claims that its technology can use a security hole in WhatsApp the messaging app used by  billion people to break into the digital communications of iPhone and Android phone users,Real Estate Commercial Real Estate and Housing Residential Renting and Leasing Real Estate  WhatsApp Inc Mobile Applications Smartphones Computer Security Human Rights and Human Rights Violations Cyberattacks and Hackers Espionage and Intelligence Services Facebook Inc NSO Group Israel,,,,,,,,
The New York Times,5/15/2019,There is no available news today,No news articles available,Summary information is not provided,,,,,,,,
The New York Times,5/16/2019,Gannett Counters the Latest Move by Its Hedge FundBacked Rival  Pinterest Posts Narrower Loss but Falls Short of Wall St Estimates,The newspaper chain incumbent board members won reelection on Thursday staving off an attempt by MediaNews Group to gain influenceGannett the owner of USA Today and dozens of other newspapers nationwide on Thursday won the latest round in its battle with a hedge fundbacked media company intent on buying the chain  The digital pinboard company stock price tumbled in afterhours trading after its first earnings report as a public companySAN FRANCISCO Pinterest has avoided many of the woes of other newly public tech companies But on Thursday it stumbled,Newspapers Gannett Company Inc MediaNews Group Inc Alden Global Capital Boards of Directors News and News Media Vulture Funds Mergers Acquisitions and Divestitures  Initial Public Offerings Company Reports Computers and the Internet Social Media Pinterest Silbermann Ben,,,,,,,,
The New York Times,5/17/2019,No breaking news to report today,Today there is no publication in this section,No noteworthy summary for today,,,,,,,,
The New York Times,5/20/2019,Nothing notable in the news,No news articles available,Summary information is not provided,,,,,,,,
The New York Times,5/21/2019,Nothing notable in the news,No significant updates to report,No summary available,,,,,,,,
The New York Times,5/22/2019,Fed Minutes Show Officials in No Rush to Change Interest Rates,Federal Reserve officials said they were committed to a patient approach even if the economy strengthened and some were worried about persistently low inflationFederal Reserve officials signaled they were in no rush to change interest rates even if the economy continued to strengthen according to minutes from their April  to May  policy meeting and some were worried about persistently low inflation,Federal Reserve System United States Economy Interest Rates Banking and Financial Institutions Powell Jerome H Inflation Economics,,,,,,,,
The New York Times,5/23/2019,As California Wildfire Season Looms Finding Tree Trimmers Is a New Problem,For Pacific Gas  Electric it isnt easy mustering crews to thin the forests where its equipment might cause firesOAKHURST Calif Pacific Gas  Electric has a big problem Its equipment keeps coming into contact with dry trees and shrubs and starting devastating wildfires So the company is scrambling to trim or cut down hundreds of thousands of trees across its vast Northern California territory,Trees and Shrubs Wildfires California Labor and Jobs Electric Light and Power Forests and Forestry Pacific Gas and Electric Co California Public Utilities Commission Sierra Nevada Region US,,,,,,,,
The New York Times,5/24/2019,More Turmoil at The Markup a Tech Site Still in Beta Mode  DealBook Briefing  Billion in Bailouts Says the Trade War Is Here to Stay  A Fund to Support the Muslim American Community Inside and Out,After the firing last month of the top editor Julia Angwin two other key members of the editorial team are out said the site main donor Craig NewmarkOne month after the top editor was ousted from The Markup a fledgling nonprofit investigative tech news site amid disagreements with the other two founders more turbulence followed  Aid for farmers hurt by the trade war with Beijing signals that a protracted fight lies aheadGood Friday Want this by email Sign up here  The founders of the Pillars Fund seek to strengthen a network of Muslim support groups while countering negative perceptions and stereotypesAfter attaining professional success and wealth Anas Osman a technology entrepreneur and executive turned to philanthropy He wanted to help other Muslim Americans embrace the opportunities in the United States,Markup The Angwin Julia Gardner Sue Larson Jeff Journalist Newmark Craig Appointments and Executive Changes News and News Media  International Trade and World Market Trump Donald J Beijing China  Muslim Americans Discrimination Philanthropy FaithBased Initiatives High Net Worth Individuals Pillars Fund,,,,,,,,
The New York Times,5/27/2019,Nothing notable in the news,Today there is no publication in this section,No noteworthy summary for today,,,,,,,,
The New York Times,5/28/2019,No breaking news to report today,No significant updates to report,No summary available,,,,,,,,
The New York Times,5/29/2019,There is no available news today,No significant updates to report,No noteworthy summary for today,,,,,,,,
The New York Times,5/30/2019,DealBook Briefing A USEurope Trade War Looms,The focus has been on China but Europe may soon find itself in a fight with President Trump on tariffsGood Thursday Want this by email Sign up here,International Trade and World Market Europe United States,,,,,,,,
The New York Times,5/31/2019,Nothing notable in the news,No news articles available,No summary available,,,,,,,,
The New York Times,6/3/2019,The Fox News Primary How Trump Favorite Network Became a Democratic Power Player  Trump Administration Considered Tariffs on Australia  A Farewell for iTunes  Trump Top Economist Kevin Hassett Will Depart,A Sunday town hall with Senator Kirsten Gillibrand was another sign of Fox News ability to influence the Democratic primary despite a ban by party leadersThree months ago Democratic Party leaders took a stand Fox News President Trump favorite channel and a reliable soapbox for attacks on liberals was barred from participating in the party  presidential debates The move would ice out the network derided by critics as state TV from influencing the outcome of the Democratic primary  The White House shelved the plan amid fierce opposition from military and State Department officials who argue that tariffs would antagonize a critical allyWASHINGTON The Trump administration considered imposing tariffs on imports from Australia last week but decided against the move amid fierce opposition from military officials and the State Department according to several people familiar with the discussions  Apple software changed the way we listen to music And though it got a little bloated over the years we will miss itDearly beloved  Mr Hassett had championed tax cuts as chairman of the White House Council of Economic AdvisersWASHINGTON The chairman of the White House Council of Economic Advisers Kevin A Hassett will depart shortly President Trump said on Sunday winnowing another advocate of traditional conservative positions on trade from the ranks of Mr Trump advisers,News and News Media Television Presidential Election of  Fox News Channel Gillibrand Kirsten E Sanders Bernard Trump Donald J Warren Elizabeth de Blasio Bill McCain Meghan The View TV Program  Trump Donald J Australia United States International Relations Customs Tariff United States Politics and Government International Trade and World Market Aluminum  Audio Recordings Downloads and Streaming Music Computers and the Internet Video Recordings Downloads and Streaming Apple Inc Apple Music iTunes  United States Economy United States Politics and Government International Trade and World Market Economics Theory and Philosophy White House Council of Economic Advisers Hassett Kevin A Trump Donald J,,,,,,,,
The New York Times,6/7/2019,New Evidence of Age Bias in Hiring and a Push to Fight It,Digital recruiting is leaving more of a forensic trail in discrimination cases But a wave of litigation is running up against higher legal hurdlesMADISON Ala Across the United States mammoth corporations and family businesses share a complaint a shortage of workers As the unemployment rate has tunneled its way to a halfcentury low employers insist they must scramble to lure applicants,Age Chronological Discrimination Hiring and Promotion Labor and Jobs Careers and Professions Online Advertising Suits and Litigation Civil Equal Employment Opportunity Commission Darden Restaurants Inc United States,,,,,,,,
The New York Times,6/10/2019,Trump Renews Attacks on Fed Putting Central Bank in a Bind,The Federal Reserve has gone from lifting rates to watching for signs that a cut is needed but President Trump is still blasting its policiesWASHINGTON President Trump renewed his criticism of the Federal Reserve on Monday saying that the Fed erred in lifting interest rates last year and put the United States at a disadvantage to China,Trump Donald J Federal Reserve System United States Economy Interest Rates United States International Relations United States Politics and Government Inflation Economics Powell Jerome H Clarida Richard H  Quarles Randal K Bowman Michelle China,,,,,,,,
The New York Times,6/11/2019,A Fake Zuckerberg Video Challenges Facebook Rules,Last month the social media company would not remove a doctored video of Speaker Nancy Pelosi Facebook said the video of Mr Zuckerberg will get the same treatmentSAN FRANCISCO Two weeks ago Facebook declined to remove a doctored video in which the speaker of the House Nancy Pelosi seemed to drunkenly slur her speech Over the weekend two British artists released a doctored video of Facebook chief executive Mark Zuckerberg as a sly comment on the spread of false information online,Social Media Computers and the Internet Video Recordings Downloads and Streaming Rumors and Misinformation Artificial Intelligence Facebook Inc Instagram Inc Zuckerberg Mark E Pelosi Nancy Canny AI,,,,,,,,
The New York Times,6/12/2019,No breaking news to report today,Today there is no publication in this section,Summary information is not provided,,,,,,,,
The New York Times,6/13/2019,Top Wall Street Executive Accused of Sexual Harassment Departs TCW,Jess Ravich one of the highestranking executives to be accused of sexual misconduct in the era left TCW the giant bondinvestment firmJess Ravich one of the most senior Wall Street executives to have been publicly accused of sexual harassment has departed TCW the giant bondfund manager where he was one of the top officials according to a TCW spokesman,Ravich Jess Sexual Harassment TCW Group Movement Lippman David Tirschwell Sara,,,,,,,,
The New York Times,6/14/2019,There is no available news today,Today there is no publication in this section,No noteworthy summary for today,,,,,,,,
The New York Times,6/17/2019,There is no available news today,No news articles available,Summary information is not provided,,,,,,,,
The New York Times,6/18/2019,DealBook Briefing Say Hello to Facebook Cryptocurrency,Facebook has unveiled its ambitious and hotly anticipated plan to create an alternative financial system but critics aboundGood Tuesday Want this by email Sign up here,Virtual Currency Facebook Inc,,,,,,,,
The New York Times,6/19/2019,DealBook Briefing Lawmakers Line Up to Scrutinize Facebook Cryptocurrency,The dust hadnt even settled on the tech giant announcement before officials around the world made it clear that they were skepticalGood Wednesday Was this by email Sign up here,Facebook Inc Virtual Currency,,,,,,,,
The New York Times,6/20/2019,Nothing notable in the news,No news articles available,No summary available,,,,,,,,
The New York Times,6/21/2019,Fed Officials Make the Case for Cutting Interest Rates as Risks Loom,The presidents of the St Louis and Minneapolis branches of the Federal Reserve want rates cut now and even the central bank vice chair says uncertainty is growingFederal Reserve officials on Friday outlined the case for an interestrate cut making clear in their first public remarks since the central bank chose to leave policy unchanged this week that inflation and rising global risks are weighing heavily on their minds,United States Economy Interest Rates Inflation Economics Deflation Economics Banking and Financial Institutions Credit and Debt Politics and Government International Trade and World Market Eurozone Federal Reserve Bank of Minneapolis Federal Reserve Bank of St Louis Federal Reserve System Group of Twenty Kashkari Neel T Bullard James B Clarida Richard H  Powell Jerome H Trump Donald J,,,,,,,,
The New York Times,6/24/2019,Nothing notable in the news,No significant updates to report,No noteworthy summary for today,,,,,,,,
The New York Times,6/25/2019,DealBook Briefing Will Trump Iran Sanctions Work,His administration may be running low on effective ways to crimp the nation economyGood Tuesday Want this by email Sign up here,Embargoes and Sanctions Iran,,,,,,,,
The New York Times,6/26/2019,No breaking news to report today,No significant updates to report,No summary available,,,,,,,,
The New York Times,6/27/2019,Fed Stress Tests Find Top Banks Are Strong Setting Stage for Wave of Payouts  Nissan of Japan Discloses a New Recall Adding to Its Problems,The Federal Reserve said the largest banks were generally well prepared to withstand a severe crisis although Credit Suisse must improve its operationsThe Federal Reserve said on Thursday that its annual tests of the financial strength of the  largest banks in the United States revealed that each had enough capital to justify paying some of it out to shareholders  Its management faces quality problems and a slide in profitability in addition to a management crisis prompted by the arrest of Carlos GhosnTOKYO Nissan revealed two new blows to its embattled management on Thursday as it announced a recall of  vehicles in Japan and disclosed that its shareholders remained split over its chief executive Hiroto Saikawa,Banking and Financial Institutions Regulation and Deregulation of Industry DoddFrank Wall Street Reform and Consumer Protection Act  Credit Suisse Group AG Deutsche Bank AG  Nissan Motor Co Automobiles Recalls and Bans of Products Boards of Directors Saikawa Hiroto,,,,,,,,
The New York Times,6/28/2019, Tips on Managing the Boomerang Generation,Young adults are more likely to reside with their parents than previous generations did leading to a need for guidelines on how to manage the stayThe boomerang generation has been around for two decades and it does not appear to be going away anytime soon Young adults today are more likely to live with their parents than previous generations did according to analysis published in  by the Pew Research Center,Parenting Families and Family Life Family Business Youth Personal Finances High Net Worth Individuals,,,,,,,,
The New York Times,7/1/2019, Trillion Worth of Deals Were Struck in the First Half of  but Caution Crept In,Businesses had plenty of reasons to worry in the first half from slowing economic growth to geopolitical tensions but they looked beyond those factors to strike big deals at a record paceGet the DealBook newsletter to make sense of major business and policy headlines and the powerbrokers who shape them,Mergers Acquisitions and Divestitures International Trade and World Market Two Thousand Nineteen AbbVie Inc ALLERGAN INC European Union Salesforcecom Inc United Technologies Corporation Raytheon Company United States,,,,,,,,
The New York Times,7/2/2019,No breaking news to report today,No news articles available,Summary information is not provided,,,,,,,,
The New York Times,7/3/2019,Nothing notable in the news,No news articles available,Summary information is not provided,,,,,,,,
The New York Times,7/4/2019,Nothing notable in the news,Today there is no publication in this section,No summary available,,,,,,,,
The New York Times,7/5/2019,Strong Jobs Report Eases Fears of Damage From Trade War,President Trump declares that the economy is doing unbelievably well after payrolls grow by  in JuneA decade after the Great Recession released its grip on the American economy the job market shows no sign of falling into another slump,Labor and Jobs Unemployment United States Economy Interest Rates Federal Reserve System Factories and Manufacturing International Trade and World Market Trump Donald J United States Politics and Government,,,,,,,,
The New York Times,7/8/2019,After a Data Breach British Airways Faces a Record Fine,The proposed penalty for a breach that exposed the data of  customers comes under Europe landmark privacy lawLONDON The British authorities said on Monday that they intended to order British Airways to pay a fine of nearly  million for a data breach last year the largest penalty against a company for privacy lapses under a new European data protection law,British Airways PLC Fines Penalties Computer Security AIRLINES AND AIRPLANES Regulation and Deregulation of Industry Information Commissioners Office Great Britain Great Britain General Data Protection Regulation GDPR European Union,,,,,,,,
The New York Times,7/9/2019,Fed Pressed by Trump to Cut Rates Faces Fire No Matter What It Does  For France Jobless Macron Aims to Make Work Pay,Federal Reserve officials were split over what to do when they meet this month The central bank thinking will be clearer this weekWASHINGTON The Federal Reserve meeting this month was never going to be an easy one given that officials remain split over when or whether to cut interest rates The last few weeks could set the Fed up for an even more difficult call  President Emmanuel Macron next chapter in altering the national economy is tightening jobless benefits to get the unemployed back to work fasterPARIS Franck Provost a highprofile coiffeur with more than  hair salons across France needed to do some hiring last fall in the central Loire region But when an associate reached out to  unemployed stylists he said only two replied,Federal Reserve System Powell Jerome H United States Economy Interest Rates Banking and Financial Institutions United States Politics and Government Inflation Economics Deflation Economics Trump Donald J Prices Fares Fees and Rates United States  Labor and Jobs Unemployment Insurance Unemployment Yellow Vests Movement Macron Emmanuel  France Politics and Government,,,,,,,,
The New York Times,7/10/2019,An Deal Reformation the Fashion Brand Sells a Majority Stake,Permira acquisition of the ecofriendly label underscores a recent shift by private equity firms from highend to contemporary fashionIn  Yael Aflalo a model turned fashion entrepreneur opened a vintage clothing resale business she ran part time from the back room of a Los Angeles retail store Called Reformation it sold stylish secondhand items or garments made from repurposed materials ,Reformation Inc Fashion and Apparel Mergers Acquisitions and Divestitures Private Equity Shopping and Retail Sustainable Living Permira Advisers Dr Martens Aflalo Yael Los Angeles Calif Luxury Goods and Services Millennial Generation,,,,,,,,
The New York Times,7/11/2019,Jeffrey Epstein Fortune May Be More Illusion Than Fact,Mr Epstein facing sextrafficking charges has long been described as a billionaire and hailed as a financial wizard But the source of his wealth is murkyWhen federal prosecutors announced sextrafficking charges against Jeffrey Epstein this week they described him as a man of nearly infinite means They argued that his vast wealth and his two private jets made him a flight risk,Epstein Jeffrey E  High Net Worth Individuals Wexner Leslie H Sex Crimes Ponzi and Pyramid Schemes Bear Stearns Cos Dalton School Deutsche Bank AG Black Leon D Hoffenberg Steven Human Trafficking Prostitution Child Abuse and Neglect,,,,,,,,
The New York Times,7/12/2019,FTC Approves Facebook Fine of About  Billion,If approved by the Justice Department the settlement would be the biggest fine levied by the federal government against a technology companyThe Federal Trade Commission has approved a fine of roughly  billion against Facebook for mishandling users personal information according to three people briefed on the vote in what would be a landmark settlement that signals a newly aggressive stance by regulators toward the country most powerful technology companies,Facebook Inc Fines Penalties Social Media Antitrust Laws and Competition Issues Federal Trade Commission Regulation and Deregulation of Industry Privacy DataMining and Database Marketing,,,,,,,,
The New York Times,7/16/2019,Trump New Top Labor Official Is Expected to Advance an AntiLabor Agenda,One of Patrick Pizzella White House admirers calls him a movement conservative more likely than his predecessor to agree with the administration on cutting labor rules and weakening unionsCongressional Republicans members of their staffs and conservative activists regularly flew first class to Saipan an island just north of Guam in the Pacific Ocean They slept at the beachfront Hyatt Regency and dined on fresh Japanese cuisine,Pizzella Patrick Labor Department US Appointments and Executive Changes United States Politics and Government Labor and Jobs Conservatism US Politics Organized Labor Trump Donald J,,,,,,,,
The New York Times,7/17/2019,Facebook Cryptocurrency Faces Second Day of Critical Hearings,Skeptical House committee members said Facebook Libra plans could be a threat to central banks and aid tax evaders and drug dealersLawmakers said in a House hearing on Wednesday that Facebook plan to enter the world of cryptocurrency and global finance could threaten sovereign currencies or even destabilize governments,Libra Currency Banking and Financial Institutions Virtual Currency Computers and the Internet Calibra Facebook Inc Marcus David A House Financial Services Committee,,,,,,,,
The New York Times,7/18/2019,Nothing notable in the news,Today there is no publication in this section,Summary information is not provided,,,,,,,,
The New York Times,7/19/2019,DIY Private Equity Is Luring Small Investors,Amateur investors are setting up highrisk highreturn deals on their own but the key to success variesPrivate equity funds have performed well in the last few years returning  percent in  alone beating all other indexes ,Private Equity High Net Worth Individuals Personal Finances Colston Marques,,,,,,,,
The New York Times,7/22/2019,Equifax to Pay at Least  Million in LargestEver Data Breach Settlement,The agreement which received preliminary approval Monday would end an array of lawsuits and investigations stemming from the exposure of the sensitive information of more than  million peopleThe credit bureau Equifax will pay about  million and perhaps much more to resolve most claims stemming from a  data breach that exposed sensitive information on more than  million consumers and demonstrated how little control Americans have over their personal data,Computer Security Credit Scores Cyberattacks and Hackers Personal Finances Smith Richard F Equifax Inc,,,,,,,,
The New York Times,7/23/2019,How to Get a  Amazon Credit Buy a House Through Realogy  DealBook Briefing Did the FTC Go Soft on Facebook  Jeffrey Epstein Moved Money Overseas in Transactions His Bank Flagged to US,The online retailer is teaming with an owner of real estate brokerage firms to offer home buyers free Alexa speakers and services like furniture assemblyOver the past year the decidedly analog business of buying and selling real estate has been upended by a flurry of new money and startups trying to usher in a world where homes are bought and sold online Now Amazon is creating a partnership that goes in the opposite direction by using its gigantic retail platform to facilitate phone calls with human real estate agents  An investigation suggests that the commission impending punishment of the social network was drastically watered downGood Tuesday Was this email forwarded to you Sign up here  Employees at Deutsche Bank reported potentially illicit transactions to a federal regulator Mr Epstein who is charged with sex trafficking had dozens of accounts at the bankAs Deutsche Bank officials this year scrambled to extricate themselves from a yearslong relationship with Jeffrey Epstein the wealthy financier charged this month with sex trafficking they uncovered suspicious transactions in which Mr Epstein had moved money out of the United States,Real Estate and Housing Residential Amazoncom Inc Realogy Corp Real Estate Brokers Home Automation and Smart Homes Computers and the Internet ECommerce Home Repairs and Improvements  Facebook Inc Federal Trade Commission  Epstein Jeffrey E  Banking and Financial Institutions Deutsche Bank AG Human Trafficking Prostitution Child Abuse and Neglect Sex Crimes,,,,,,,,
The New York Times,7/24/2019,There is no available news today,No news articles available,No noteworthy summary for today,,,,,,,,
The New York Times,7/25/2019,You Are What You Watch The Social Effects of TV,There new evidence that viewing habits can affect your thinking political preferences even cognitive abilityOther than sleeping and working Americans are more likely to watch television than engage in any other activity,Television Children and Childhood Education K News and News Media Parenting Cable Television Sesame Street TV Program,,,,,,,,
The New York Times,7/26/2019,There is no available news today,Today there is no publication in this section,No noteworthy summary for today,,,,,,,,
The New York Times,7/29/2019,There is no available news today,No news articles available,No summary available,,,,,,,,
The New York Times,7/30/2019,DealBook Briefing A Plan to Take on Sociopaths in the Boardroom,A former corporate lawyer has a radical proposal for curbing corporate America excesses even if it means more legal fights for his onetime clientsGood Tuesday morning The big news today Capital One large data breach More on that below Was this email forwarded to you Sign up here,Corporations,,,,,,,,
The New York Times,7/31/2019,Cisco to Pay  Million to Settle Government Claims of Flawed Tech  Elizabeth Taylor Green Goddess RollsRoyce on the Auction Block,The Silicon Valley company a major government contractor was accused of selling video surveillance software that it knew had a security issueWASHINGTON Cisco Systems agreed on Wednesday to pay  million to settle claims that it sold video surveillance technology that it knew had a significant security flaw to federal state and local government agencies  Guernsey the New York auction house handling the sale expects it to go for  million to  millionIn the divorce the exwife got the car More than  years later the exhusband was apparently still carrying a torch for the RollsRoyce,Computer Security Suits and Litigation Civil WhistleBlowers Cisco Systems Inc Justice Department Glenn James  Taylor Elizabeth  Fisher Eddie Antique and Classic Cars Auctions Guernseys,,,,,,,,
The New York Times,8/1/2019,DealBook Briefing The Fed Isnt Making People Happy,The central bank cut interest rates as expected But many traders President Trump and two Fed governors disagree with the direction that the Fed is takingGood Thursday morning Just in The London Stock Exchange Group agreed to buy Refinitiv the former financial division of Thomson Reuters for  billion More below Was this email forwarded to you Sign up here,Interest Rates,,,,,,,,
The New York Times,8/2/2019,Pride Flags and Rate Cuts Fed Loosens Up to Connect With Average Workers,As part of a broader evolution and as it moves to stave off a possible slowdown the Federal Reserve is focusing on transparency inclusiveness and a greater responsiveness to ordinary peopleWASHINGTON The Federal Reserve decision this week to cut rates for the first time in more than a decade was driven in part by a recognition that policymakers have a role to play in the fate of American workers,Federal Reserve System Powell Jerome H Interest Rates Inflation Economics United States Economy Labor and Jobs Wages and Salaries United States Politics and Government,,,,,,,,
The New York Times,8/5/2019,Trump Echoes Fox  Friends on Shootings The New York Post Dissents  China Currency Weakens in a Potential Challenge to Trump,Some criticism of the president stance on gun control and his relationship to the rise of white nationalism came from conservative outletsIn linking this weekend mass shootings to gruesome and grisly video games and inadequate treatment of mental illness President Trump echoed talking points that emerged from conservative media strongholds even before his Monday address from the White House  The renminbi fell past the key point of  to the US dollar in a signal that Beijing may be willing to use devaluation as a trade war weaponBEIJING China currency weakened past the psychologically important point of  to the American dollar for the first time in more than a decade a move that reflects the growing severity of the trade war with the United States and that could indicate Beijing growing desire to find ways to retaliate against President Trump,Dayton Ohio Shooting  El Paso Tex Shooting  New York Post Gun Control Fox News Channel Trump Donald J Fox  Friends TV Program News and News Media CNN Santorum Rick French David A Bush George Prescott Whites Fringe Groups and Movements Mass Shootings  China Renminbi Currency International Trade and World Market United States International Relations US Dollar Currency Customs Tariff Peoples Bank of China United States Trump Donald J,,,,,,,,
The New York Times,8/6/2019,Legal Shield for Websites Rattles Under Onslaught of Hate Speech,Section  from a  federal law was meant to protect young internet companies from liability Now lawmakers are threatening to change itWhen the most consequential law governing speech on the internet was created in  Googlecom didnt exist and Mark Zuckerberg was  years old,Computers and the Internet Social Media Freedom of Speech and Expression Censorship Hate Crimes chan Facebook Inc Google Inc YouTubecom Cox Chris  Cruz Ted Wyden Ron Hate Speech,,,,,,,,
The New York Times,8/7/2019,No breaking news to report today,No news articles available,No noteworthy summary for today,,,,,,,,
The New York Times,8/8/2019,Weaponized Currency and Mining Limits China Responses to Trump Take Shape,Beijing signals suggest it is ready to retaliate should the White House follow through on its new tariff threat with potentially disruptive resultsBEIJING China may turn its currency into a weapon It has already stopped buying American crops Its mining industry stands ready to hold back minerals that are crucial to making iPhones and missiles and its policymakers are openly discussing doing without American trade,China Renminbi Currency International Trade and World Market Customs Tariff Economic Conditions and Trends Trump Donald J United States International Relations Rare Earths,,,,,,,,
The New York Times,8/9/2019,DealBook Briefing China Potent Arsenal for Trade Retaliation  To Graduate File a Fafsa More High School Seniors Are Told,The wide variety of options open to Beijing for retaliation in the latest wave of trade and currency tensions have begun to emergeGood Friday Bayer is reportedly willing to pay as much as  billion to settle more than  US lawsuits about links between cancer and its Roundup weedkiller Bloomberg reports Want this by email Sign up here  More states are requiring it and students who complete the form are more likely to attend college especially lowincome pupils says a group that promotes college educationMore states are adding a graduation requirement for high school seniors filling out the college financial aid form known as the Fafsa,International Trade and World Market China United States  Financial Aid Education Colleges and Universities Federal Taxes US Federal Aid US Income Tax Pell Grants Personal Finances Scholarships and Fellowships Institute for College Access and Success Internal Revenue Service White John C  Illinois Louisiana Texas,,,,,,,,
The New York Times,8/15/2019,There is no available news today,No significant updates to report,No summary available,,,,,,,,
The New York Times,8/16/2019,Nothing notable in the news,No significant updates to report,Summary information is not provided,,,,,,,,
The New York Times,8/19/2019,No breaking news to report today,No significant updates to report,Summary information is not provided,,,,,,,,
The New York Times,8/20/2019,No breaking news to report today,Today there is no publication in this section,Summary information is not provided,,,,,,,,
The New York Times,8/21/2019,Hi Alexa How Do I Stop You From Listening In On Me,Humans help train artificial intelligence so someone may be listening to what you tell Siri Google Assistant or Alexa Here what to do if you have a problem with thatMany of us ask the digital companions in our homes whether it Amazon Alexa Apple Siri or Google Assistant to handle innocuous tasks like setting a timer and playing music ,Voice Recognition Systems Privacy Artificial Intelligence Amazoncom Inc Apple Inc Google Inc,,,,,,,,
The New York Times,8/22/2019,There is no available news today,No news articles available,Summary information is not provided,,,,,,,,
The New York Times,8/23/2019,No breaking news to report today,No significant updates to report,No summary available,,,,,,,,
The New York Times,8/26/2019,Dorm to Table College StartUps Take Aim at Food Industry  Lawsuit Over Computer Chips Invokes Trade War With China,College entrepreneurs who focus on food products face their own set of challenges including waste and food safety regulations experts sayUniversity students have for years created businesses in their dorm rooms Although college entrepreneur often evokes images of tech founders a cadre of students is instead focusing on disrupting the food industry  Globalfoundries has accused TSMC a competitor in Taiwan of infringing on  patents in a suit that could also affect companies like Apple and GoogleSAN FRANCISCO One of the biggest semiconductor makers in the United States on Monday initiated a broad legal attack on Taiwan dominant chip manufacturer the latest twist in a complex geopolitical battle over electronic components that could affect big chip users like Apple and Google,Cooking and Cookbooks Colleges and Universities Food Entrepreneurship Regulation and Deregulation of Industry Brown University Snack Foods Rip Van Inc  Computer Chips International Trade and World Market Inventions and Patents Suits and Litigation Civil Apple Inc Taiwan Semiconductor Manufacturing Company Ltd GlobalFoundries China,,,,,,,,
The New York Times,8/27/2019,No breaking news to report today,No news articles available,No noteworthy summary for today,,,,,,,,
The New York Times,8/28/2019,No breaking news to report today,No news articles available,No noteworthy summary for today,,,,,,,,
The New York Times,8/29/2019,Uber Lyft and DoorDash Pledge  Million to Fight Driver Legislation in California,A state proposal Assembly Bill  could give working drivers more employee rights The companies said they were willing to start a ballot initiative to thwart itSAN FRANCISCO A bill in California Legislature could soon force ridehailing companies like Uber and Lyft to treat their drivers as employees instead of independent contractors,California Law and Legislation Car Services and Livery Cabs Freelancing SelfEmployment and Independent Contracting Uber Technologies Inc Lyft Inc DoorDash Mobile App Referendums Wages and Salaries State Legislatures Labor and Jobs,,,,,,,,
The New York Times,9/2/2019,There is no available news today,No news articles available,No summary available,,,,,,,,
The New York Times,9/3/2019,US Manufacturing Slowed in August in Latest Sign of Economic Weakness,A key index fell to its lowest level since January  as production managers said President Trump trade war with China was straining supply chainsThe American manufacturing sector contracted last month a key measure showed on Tuesday heightening fears that the trade war with China could bring on a recession,United States Economy Factories and Manufacturing Recession and Depression International Trade and World Market Institute for Supply Management China Trump Donald J United States Politics and Government,,,,,,,,
The New York Times,9/4/2019,There is no available news today,No significant updates to report,No summary available,,,,,,,,
The New York Times,9/5/2019,This Car Comes in Any Color You Want So Long as It Valencia Red  After Breakneck Expansion WeWork Stumbles as It Nears IPO,A small army of real people are building a special edition of the  Acura TLX at American Honda Performance Manufacturing Center in OhioMARYSVILLE Ohio For people in the market for an automobile largely built by hand and not robots a few options come to mind There are RollsRoyce and Bentley certainly Or consider a  Ferrari made in the north of Italy or maybe a  McLaren from the south of England  In a sign that investors are growing wary of fastgrowing moneylosing startups shares may be offered at a big discount to their January valuationIn the cutthroat world of real estate WeWork drew envy and admiration as it built an empire of sleek work spaces for freelancers startups and Fortune  companies alike,ACURA DIVISION OF HONDA MOTOR CO AMERICAN HONDA MOTOR CO Automobiles Factories and Manufacturing Paint Color  WeWork Companies Inc Initial Public Offerings Venture Capital CoWorking Real Estate Commercial,,,,,,,,
The New York Times,9/6/2019,DealBook Briefing Why WeWork IPO Struggles Could Hurt,The coworking company had been counting on publicmarket investors to finance its global expansion Any shrinking or delay of its public offering would be a body blowGood Friday Howard Schultz the former Starbucks CEO called off his presidential bid And dont forget Im going to be in conversation with Blackstone Stephen Schwarzman about his new book What It Takes Lessons in the Pursuit of Excellence at a DealBook TimesTalk in New York on Sept  Get your tickets here Was this email forwarded to you Sign up here,Venture Capital,,,,,,,,
The New York Times,9/9/2019,No breaking news to report today,Today there is no publication in this section,No noteworthy summary for today,,,,,,,,
