Publication,Date,Returns,Price,Open,High,Low,Vol.,Change %,econTsentiment,econBsentiment,econSusentiment,econEntsentiment,econVerbtsentiment,econAdjtsentiment,econAdverbtsentiment,econStoptsentiment,econBigtsentiment,econUnigtsentiment,econTrigtsentiment,SimAverageSent
The Economist,12/18/2019,-0.0045,"1,105.75","1,105.63","1,108.48","1,101.06",2.41,-0.45%,3,1,1,1,1,5,4,5,4,1,1,2.227272727
The Economist,12/17/2019,-0.0005,"1,110.74","1,114.95","1,119.56","1,109.37",2.52,-0.05%,1,1,1,4,3,3,4,1,1,2,1,2.227272727
The Economist,12/16/2019,0.0059,"1,111.26","1,106.74","1,114.43","1,102.34",2.17,0.59%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,12/13/2019,0.0033,"1,104.77","1,110.11","1,119.10","1,100.18",2.56,0.33%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,12/12/2019,0.0203,"1,101.15","1,085.56","1,101.15","1,085.56",2.05,2.03%,1,2,2,1,1,1,1,5,1,1,1,1.772727273
The Economist,12/11/2019,-0.0008,"1,079.22","1,080.31","1,082.18","1,074.65",1.62,-0.08%,5,1,1,1,1,5,2,5,1,1,1,1.863636364
The Economist,12/10/2019,-0.0071,"1,080.11","1,089.12","1,093.78","1,076.18",2.07,-0.71%,1,1,1,4,3,3,4,1,1,2,1,2.090909091
The Economist,12/9/2019,-0.0008,"1,087.86","1,088.96","1,091.25","1,081.39",2.32,-0.08%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,12/6/2019,0.0019,"1,088.69","1,090.09","1,093.15","1,083.52",2.16,0.19%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,12/5/2019,0.0089,"1,086.59","1,082.60","1,090.32","1,081.51",2.24,0.89%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,12/4/2019,0.0085,"1,077.01","1,072.54","1,077.95","1,067.02",1.93,0.85%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,12/3/2019,-0.0112,"1,067.90","1,078.73","1,087.77","1,067.90",2.56,-1.12%,5,1,1,5,1,2,3,5,1,1,1,2.181818182
The Economist,12/2/2019,0.0103,"1,080.04","1,073.50","1,082.10","1,073.18",2.19,1.03%,1,1,1,4,3,3,4,1,1,2,1,2.181818182
The Economist,11/29/2019,-0.0021,"1,069.04","1,073.00","1,076.70","1,065.64",1.77,-0.21%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,11/28/2019,0.0121,"1,071.26","1,060.85","1,072.13","1,060.16",1.44,1.21%,1,1,1,1,1,1,2,5,1,1,1,1.727272727
The Economist,11/27/2019,-0.0013,"1,058.44","1,059.36","1,064.31","1,053.95",1.75,-0.13%,1,1,1,4,3,3,4,1,1,2,1,1.727272727
The Economist,11/26/2019,0.0057,"1,059.83","1,055.68","1,061.62","1,047.18",2.02,0.57%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,11/25/2019,-0.0113,"1,053.82","1,071.93","1,078.46","1,052.22",2.24,-1.13%,4,1,1,5,1,5,4,5,1,1,1,2.318181818
The Economist,11/22/2019,-0.002,"1,065.88","1,071.09","1,074.95","1,060.20",1.56,-0.20%,1,1,1,4,3,3,4,1,1,2,1,2.318181818
The Economist,11/21/2019,0.0002,"1,068.05","1,068.03","1,073.07","1,063.15",1.77,0.02%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,11/20/2019,-0.0069,"1,067.85","1,073.40","1,081.42","1,066.54",2.2,-0.69%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,11/19/2019,0.0064,"1,075.29","1,071.97","1,077.70","1,066.34",1.93,0.64%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,11/18/2019,0.0139,"1,068.46","1,059.02","1,072.22","1,059.02",2.03,1.39%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,11/15/2019,0.0154,"1,053.80","1,044.75","1,055.18","1,044.09",1.51,1.54%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,11/14/2019,-0.01,"1,037.81","1,043.07","1,051.65","1,033.09",1.78,-1.00%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,11/13/2019,0.0082,"1,048.28","1,040.50","1,050.25","1,036.82",1.64,0.82%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,11/12/2019,0.0083,"1,039.72","1,034.52","1,044.28","1,034.52",1.95,0.83%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,11/11/2019,-0.0003,"1,031.18","1,029.22","1,038.41","1,023.69",1.41,-0.03%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,11/8/2019,-0.0038,"1,031.53","1,034.46","1,040.18","1,030.21",1.73,-0.38%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,11/7/2019,0.0237,"1,035.44","1,018.12","1,035.44","1,018.12",1.76,2.37%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,11/6/2019,0.0062,"1,011.44","1,006.72","1,015.99","1,003.68",1.57,0.62%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,11/5/2019,0.0044,"1,005.25","1,001.47","1,006.94",998.48,1.54,0.44%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,11/4/2019,0.0165,"1,000.88",992.67,"1,004.41",991.44,1.31,1.65%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,11/1/2019,-0.0001,984.63,986.9,988.14,976.79,1.14,-0.01%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/31/2019,-0.0023,984.69,989.2,992.01,981.72,1.19,-0.23%,2,2,2,5,1,2,2,5,3,3,3,2.363636364
The Economist,10/30/2019,-0.0115,986.92,989.21,996.66,985.04,1.53,-1.15%,1,1,1,4,3,3,4,1,1,2,1,2.363636364
The Economist,10/28/2019,-0.0038,998.38,"1,003.85","1,005.42",998.38,578,-0.38%,2,2,2,5,1,5,2,5,2,2,2,2.363636364
The Economist,10/25/2019,-0.0013,"1,002.16","1,002.72","1,006.73","1,000.43",1.12,-0.13%,1,1,1,4,3,3,4,1,1,2,1,2.363636364
The Economist,10/24/2019,0.0056,"1,003.46","1,004.47","1,012.39","1,000.52",2.13,0.56%,1,5,5,1,1,5,2,5,1,3,1,2.363636364
The Economist,10/23/2019,0.0194,997.85,987.99,998.51,986.37,1.62,1.94%,1,1,1,4,3,3,4,1,1,2,1,2.363636364
The Economist,10/22/2019,0.0058,978.86,975.31,983.67,972.68,1.19,0.58%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/21/2019,-0.0111,973.24,985.26,985.26,971.72,1.08,-1.11%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/18/2019,0.0371,984.15,984.06,987.31,980.02,1.21,3.71%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/17/2019,0.0081,948.96,941.34,950.9,930.32,1.01,0.81%,1,3,3,1,1,1,5,5,1,1,2,2.090909091
The Economist,10/16/2019,-0.0118,941.37,935.15,943.91,930.94,1.03,-1.18%,1,1,1,4,3,3,4,1,1,2,1,2.090909091
The Economist,10/15/2019,0.0136,952.58,955.93,958.73,947.9,1.36,1.36%,4,1,1,1,1,2,2,1,2,1,1,1.772727273
The Economist,10/14/2019,-0.051,939.81,979.8,980.74,933.82,1.98,-5.10%,1,1,1,4,3,3,4,1,1,2,1,1.772727273
The Economist,10/11/2019,0.0025,990.28,992.32,997.83,987.76,1.35,0.25%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/10/2019,-0.0087,987.8,999.58,"1,002.60",975.11,1.85,-0.87%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/9/2019,-0.0217,996.49,"1,021.47","1,026.03",996.23,1.91,-2.17%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/8/2019,-0.011,"1,018.59","1,022.70","1,028.17","1,006.56",2.21,-1.10%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/7/2019,-0.0046,"1,029.93","1,032.94","1,051.76","1,025.72",2.08,-0.46%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/4/2019,0.0066,"1,034.64","1,031.77","1,038.75","1,028.24",1.49,0.66%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/3/2019,-0.007,"1,027.84","1,038.85","1,047.68","1,020.62",1.61,-0.70%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/2/2019,-0.0035,"1,035.09","1,038.32","1,044.46","1,031.84",1.62,-0.35%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,10/1/2019,-0.011,"1,038.77","1,052.75","1,052.97","1,031.89",1.81,-1.10%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/30/2019,-0.0011,"1,050.33","1,057.00","1,058.34","1,049.72",1.72,-0.11%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/27/2019,0.0315,"1,051.52","1,022.11","1,052.42","1,022.11",2.02,3.15%,1,4,4,1,1,5,5,5,1,2,1,2.363636364
The Economist,9/26/2019,-0.0066,"1,019.40","1,029.14","1,031.20","1,019.14",1.34,-0.66%,1,1,1,1,1,1,2,5,1,1,1,2.090909091
The Economist,9/25/2019,0.0076,"1,026.18","1,016.96","1,026.18","1,015.56",1.56,0.76%,1,1,1,4,3,3,4,1,1,2,1,1.727272727
The Economist,9/24/2019,0.0183,"1,018.47","1,013.75","1,022.36","1,013.75",1.62,1.83%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/23/2019,-0.0022,"1,000.21","1,004.45","1,007.16",995.83,1.3,-0.22%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/20/2019,-0.001,"1,002.37","1,006.41","1,009.64",999.33,1.61,-0.10%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/19/2019,-0.0156,"1,003.39","1,020.97","1,021.42","1,000.31",1.47,-1.56%,1,5,5,1,1,5,2,5,2,2,2,2.409090909
The Economist,9/18/2019,0.0048,"1,019.30","1,014.71","1,020.95","1,006.00",1.44,0.48%,1,1,1,4,3,3,4,1,1,2,1,2.409090909
The Economist,9/17/2019,-0.0111,"1,014.47","1,026.59","1,026.63","1,009.77",1.64,-1.11%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/16/2019,-0.0047,"1,025.90","1,025.52","1,033.21","1,022.46",1.4,-0.47%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/13/2019,0.0061,"1,030.72","1,027.07","1,032.58","1,023.09",1.33,0.61%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/12/2019,0.0052,"1,024.47","1,023.12","1,030.09","1,017.46",1.66,0.52%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/11/2019,0.007,"1,019.22","1,015.98","1,021.88","1,013.53",1.46,0.70%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/10/2019,0.006,"1,012.13","1,006.14","1,014.10","1,003.36",1.66,0.60%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/9/2019,0.0163,"1,006.05",998.37,"1,011.65",998.37,1.52,1.63%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/6/2019,-0.0129,989.87,"1,001.66","1,004.02",989.36,1.47,-1.29%,1,1,1,4,1,5,2,5,1,1,1,2.045454545
The Economist,9/5/2019,0.002,"1,002.78","1,006.18","1,008.77",998.15,1.82,0.20%,1,4,4,1,5,5,1,5,1,1,4,2.5
The Economist,9/4/2019,0.0127,"1,000.77",996.57,"1,002.41",992.89,1.82,1.27%,1,1,1,4,3,3,4,1,1,2,1,2.454545455
The Economist,9/3/2019,0.0049,988.26,983.13,994.75,979.57,1.85,0.49%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,9/2/2019,0.0168,983.43,967.38,986.31,967.38,1.39,1.68%,1,1,1,4,1,1,5,5,1,1,1,2
The Economist,8/29/2019,0.0084,967.18,961.3,972.57,957.82,1.18,0.84%,1,1,1,1,1,1,1,5,4,3,4,2.045454545
The Economist,8/28/2019,-0.0013,959.08,964.93,965.97,952.91,1.24,-0.13%,1,1,1,4,3,3,4,1,1,2,1,2.045454545
The Economist,8/27/2019,-0.011,960.3,973.51,973.51,959.18,1.2,-1.10%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/26/2019,-0.0005,971.01,956.49,974.48,956.49,1.02,-0.05%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/23/2019,0.0184,971.49,956.88,974.04,952.71,1.1,1.84%,1,3,3,5,1,5,2,5,1,2,2,2.363636364
The Economist,8/22/2019,-0.0013,953.94,957.3,961.17,943.49,1.09,-0.13%,1,2,2,1,1,1,1,5,1,3,3,2.318181818
The Economist,8/21/2019,-0.0053,955.22,961.64,964.53,952.62,1.08,-0.53%,1,1,1,4,3,3,4,1,1,2,1,1.954545455
The Economist,8/20/2019,0.0078,960.32,954.62,965.83,953.14,1.09,0.78%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/19/2019,-0.0047,952.86,965.01,967.32,950.99,1.04,-0.47%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/16/2019,-0.0087,957.34,971.99,975.72,957.31,1.09,-0.87%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/15/2019,-0.0284,965.79,985.04,985.31,965.08,1.11,-2.84%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/9/2019,0.002,994.05,992.89,998.75,987.78,1.01,0.20%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,8/8/2019,0.0117,992.08,991.25,993.32,978.52,1.14,1.17%,1,4,4,1,1,1,5,5,3,1,1,2.227272727
The Economist,8/7/2019,-0.0153,980.56,"1,000.29","1,001.78",977.23,1.21,-1.53%,1,1,1,4,3,3,4,1,1,2,1,2.227272727
The Economist,8/6/2019,0.0092,995.84,989.84,"1,000.58",988.23,940.9,0.92%,1,1,1,5,1,1,1,5,2,1,3,2
The Economist,8/5/2019,-0.0101,986.73,994.07,999.81,985.04,957.93,-1.01%,1,2,2,1,1,1,5,5,3,2,3,2.181818182
The Economist,8/2/2019,-0.0218,996.79,"1,015.08","1,017.07",996.3,970.54,-2.18%,2,1,1,1,1,5,3,5,1,1,1,2.181818182
The Economist,8/1/2019,-0.0018,"1,019.00","1,013.42","1,021.83","1,010.93",1.04,-0.18%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/31/2019,-0.0059,"1,020.82","1,030.59","1,030.66","1,015.40",1.13,-0.59%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/30/2019,-0.0066,"1,026.86","1,035.19","1,035.53","1,019.70",1.15,-0.66%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/29/2019,0.0052,"1,033.73","1,031.47","1,035.26","1,025.24",944.13,0.52%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/26/2019,0.0078,"1,028.37","1,022.72","1,032.59","1,015.46",1.07,0.78%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/25/2019,-0.0136,"1,020.45","1,036.76","1,041.54","1,016.05",1.64,-1.36%,1,4,4,1,1,1,2,5,1,1,2,2.045454545
The Economist,7/24/2019,0.0088,"1,034.57","1,028.10","1,034.57","1,017.69",1.25,0.88%,1,1,1,4,3,3,4,1,1,2,1,2.045454545
The Economist,7/23/2019,0.0145,"1,025.56","1,012.24","1,029.17","1,010.87",1.28,1.45%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/22/2019,-0.0075,"1,010.89","1,018.12","1,021.47","1,008.47",1.02,-0.75%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/19/2019,0.0028,"1,018.49","1,023.82","1,028.82","1,016.65",1.44,0.28%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/18/2019,0.0176,"1,015.66",997.17,"1,018.45",993.88,1.38,1.76%,2,4,4,1,1,2,5,5,2,3,3,2.454545455
The Economist,7/17/2019,0.0181,998.06,984.22,999.2,980.39,1.2,1.81%,1,1,1,4,3,3,4,1,1,2,1,2.454545455
The Economist,7/16/2019,0.0096,980.28,978.6,987.53,976.34,1.01,0.96%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/12/2019,-0.0232,970.98,994.61,998.71,968.55,1.31,-2.32%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/11/2019,0.0083,994.06,994.28,997.26,989.33,1.12,0.83%,1,1,1,1,1,1,5,5,3,3,4,2.181818182
The Economist,7/10/2019,0.0183,985.85,968.41,986.99,962.71,1.42,1.83%,1,1,1,4,3,3,4,1,1,2,1,2.181818182
The Economist,7/9/2019,-0.0191,968.11,987.25,991.15,967.84,1.44,-1.91%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/8/2019,-0.0094,986.95,981.06,991,978.91,1.26,-0.94%,1,5,5,5,1,5,2,5,1,2,1,2.5
The Economist,7/5/2019,0.0025,996.35,994.28,"1,004.47",992.62,1.38,0.25%,1,1,1,4,3,3,4,1,1,2,1,2.5
The Economist,7/4/2019,0.0002,993.82,997.31,"1,000.09",985.27,1.06,0.02%,5,1,1,1,1,5,5,5,1,1,1,2.227272727
The Economist,7/3/2019,-0.0084,993.63,"1,004.53","1,005.01",991.43,1.29,-0.84%,1,1,1,4,3,3,4,1,1,2,1,2.227272727
The Economist,7/2/2019,0.0047,"1,002.01",998.18,"1,003.42",991.79,1.57,0.47%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,7/1/2019,0.0337,997.36,986.63,999.71,983.74,1.79,3.37%,5,4,4,5,1,1,2,5,2,2,2,2.5
The Economist,6/28/2019,0.0095,964.85,958.21,966.5,955.32,993.99,0.95%,1,1,1,4,3,3,4,1,1,2,1,2.5
The Economist,6/27/2019,0.0078,955.73,952.56,959.9,952.56,1.15,0.78%,5,2,2,1,1,2,5,5,1,1,1,2.181818182
The Economist,6/26/2019,-0.0062,948.31,955.34,958.48,945.19,1.01,-0.62%,1,1,1,4,3,3,4,1,1,2,1,2.181818182
The Economist,6/25/2019,0.0025,954.21,950.66,959.94,946.19,1.24,0.25%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/24/2019,0.0123,951.82,960.39,962.12,948.98,1.23,1.23%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/21/2019,-0.0014,940.22,940.34,943.78,930.25,1.12,-0.14%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/20/2019,-0.0009,941.58,952.27,959.55,940.38,1.82,-0.09%,2,2,2,3,1,5,5,5,2,2,1,2.363636364
The Economist,6/19/2019,0.0003,942.44,940.07,947.74,933.17,1.42,0.03%,1,1,1,4,3,3,4,1,1,2,1,2.363636364
The Economist,6/18/2019,0.0213,942.19,923.1,942.52,920.83,1.33,2.13%,4,1,1,1,1,5,1,5,1,2,1,2.045454545
The Economist,6/17/2019,0.0161,922.5,904.76,925.65,903.92,1.2,1.61%,1,1,1,4,3,3,4,1,1,2,1,2.045454545
The Economist,6/14/2019,0.0032,907.87,908.43,913.23,900.24,999.98,0.32%,5,5,5,4,1,5,3,5,1,2,2,2.727272727
The Economist,6/13/2019,-0.0227,905.01,921.73,921.73,905.01,1.11,-2.27%,1,2,2,1,1,2,2,5,4,3,4,2.954545455
The Economist,6/12/2019,-0.0024,926.06,927.37,936.14,924.02,1.17,-0.24%,1,1,1,4,3,3,4,1,1,2,1,2.227272727
The Economist,6/11/2019,-0.0136,928.26,943.4,945.89,926.54,1.32,-1.36%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/10/2019,0.0031,941.03,937.62,944.48,930.14,1.43,0.31%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/7/2019,0.0383,938.09,905.66,938.09,902.96,1.01,3.83%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,6/3/2019,-0.0027,903.46,903.36,908.67,898.2,348.58,-0.27%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/31/2019,0.0064,905.9,898.25,905.9,889.75,1.02,0.64%,1,1,1,1,1,1,2,5,1,1,2,1.772727273
The Economist,5/30/2019,0.0324,900.12,880.32,900.12,880.32,1.31,3.24%,1,1,1,4,3,3,4,1,1,2,1,1.772727273
The Economist,5/29/2019,0.0047,871.86,869.33,877.69,865.59,1,0.47%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/28/2019,0.0144,867.78,861,877.29,861,1.21,1.44%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/27/2019,-0.0061,855.45,865.06,869.45,853.1,861.08,-0.61%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/24/2019,0.0174,860.72,849.89,864.96,849.86,1.29,1.74%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/23/2019,0.011,845.96,835.35,847.12,835.35,1.01,1.10%,5,2,2,1,1,2,2,5,1,1,1,2.045454545
The Economist,5/22/2019,-0.0192,836.75,850.42,855.8,836.75,1.08,-1.92%,1,1,1,4,3,3,4,1,1,2,1,2.045454545
The Economist,5/21/2019,-0.0168,853.1,869.43,871.54,849.77,1.15,-1.68%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/20/2019,-0.0003,867.71,868.95,871.16,865.21,1.01,-0.03%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/17/2019,-0.0047,867.96,869.45,875.19,865.52,1.12,-0.47%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/16/2019,-0.002,872.04,876.64,885.3,870.88,1.18,-0.20%,1,2,2,1,1,1,2,5,1,2,1,1.863636364
The Economist,5/15/2019,-0.0073,873.8,880.7,881.16,860.43,1.12,-0.73%,1,1,1,4,3,3,4,1,1,2,1,1.863636364
The Economist,5/14/2019,0.0202,880.23,866.15,880.23,860.44,1.35,2.02%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/13/2019,-0.0254,862.83,886.29,887.41,854.47,1.43,-2.54%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/10/2019,-0.0017,885.33,894.8,898.55,883.16,1.1,-0.17%,5,1,1,3,1,1,5,5,1,1,2,2.181818182
The Economist,5/9/2019,-0.0176,886.86,903.12,906.97,886.48,1.09,-1.76%,1,1,1,4,3,3,4,1,1,2,1,2.181818182
The Economist,5/8/2019,-0.0132,902.72,907.68,916.01,897.34,1.27,-1.32%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/7/2019,-0.0161,914.82,908.01,919.27,906.98,1.23,-1.61%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,5/6/2019,-0.0103,929.82,930.26,930.76,915.41,1.13,-1.03%,2,1,1,4,1,1,5,5,1,1,1,2.045454545
The Economist,5/3/2019,-0.0025,939.46,942.45,943.96,934.76,918.38,-0.25%,1,1,1,4,3,3,4,1,1,2,1,2.045454545
The Economist,5/2/2019,-0.013,941.79,957.3,960.5,939.2,1.19,-1.30%,5,1,1,1,1,5,1,5,1,1,1,2.045454545
The Economist,4/30/2019,0.0093,954.16,947.36,957.3,947.36,1.34,0.93%,1,1,1,4,3,3,4,1,1,2,1,2.045454545
The Economist,4/29/2019,-0.0026,945.35,950.4,951.14,942.37,1.09,-0.26%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/26/2019,0.003,947.83,948.87,951.45,940.46,963.66,0.30%,5,1,1,1,1,1,5,5,2,1,2,2.136363636
The Economist,4/25/2019,-0.0171,944.99,963.51,964.57,938.92,1.23,-1.71%,1,1,1,1,1,1,1,5,1,2,1,1.863636364
The Economist,4/24/2019,0.002,961.42,958.21,965.37,958.21,1.12,0.20%,1,1,1,4,3,3,4,1,1,2,1,1.727272727
The Economist,4/22/2019,-0.0094,959.53,963.9,964.52,958.99,715.48,-0.94%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/19/2019,-0.0003,968.61,970.82,972.93,967.37,573.04,-0.03%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/18/2019,-0.0134,968.86,979.12,979.12,966.24,1.13,-1.34%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/17/2019,0.0144,982.03,973.47,986.62,972.98,1.19,1.44%,2,3,3,1,1,1,5,5,1,1,2,2.136363636
The Economist,4/16/2019,0.017,968.09,956.77,971.02,956.77,1.07,1.70%,1,1,1,4,3,3,4,1,1,2,1,2.136363636
The Economist,4/15/2019,-0.0082,951.92,957.6,965.31,951.92,765.38,-0.82%,5,1,1,1,1,1,3,5,2,1,1,2
The Economist,4/12/2019,-0.001,959.77,957.22,961.68,950.28,867.64,-0.10%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/11/2019,-0.0097,960.73,972.27,975.31,960.22,1.05,-0.97%,1,2,2,1,5,5,1,5,1,1,2,2.181818182
The Economist,4/10/2019,-0.0114,970.15,984.05,984.56,969.12,1.21,-1.14%,1,1,1,4,3,3,4,1,1,2,1,2.181818182
The Economist,4/9/2019,0.0119,981.35,979.57,987.48,974.97,1.28,1.19%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/8/2019,-0.0183,969.78,989.79,990.77,967.36,1.1,-1.83%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/5/2019,0.0045,987.83,989.63,992.14,974.22,1.45,0.45%,5,1,1,5,1,1,5,5,2,2,1,2.318181818
The Economist,4/4/2019,0.0413,983.37,944.78,983.37,942.97,1.5,4.13%,1,1,1,4,3,3,4,1,1,2,1,2.318181818
The Economist,4/3/2019,0.0097,944.41,941.59,948.91,940.41,1.08,0.97%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/2/2019,-0.006,935.33,936.35,953.52,931.32,1.24,-0.60%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,4/1/2019,0.0034,941.01,939.08,951.18,918.64,1.61,0.34%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/29/2019,0.0181,937.84,924.99,942.47,919.04,1.28,1.81%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/28/2019,0.0029,921.2,911.82,937.44,907.77,2.04,0.29%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/27/2019,-0.0567,918.55,978.21,979.98,905.24,2.01,-5.67%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/26/2019,-0.0196,973.79,999.9,"1,002.60",971.54,1.46,-1.96%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/25/2019,-0.0051,993.26,"1,000.27","1,003.82",983.67,1.63,-0.51%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/22/2019,-0.0346,998.35,"1,036.53","1,037.56",996.52,1.79,-3.46%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/21/2019,0.0009,"1,034.08","1,038.36","1,042.48","1,025.34",1.55,0.09%,5,1,1,1,1,1,5,5,1,2,1,2.090909091
The Economist,3/20/2019,-0.0148,"1,033.10","1,048.07","1,050.99","1,031.81",1.85,-1.48%,1,1,1,4,3,3,4,1,1,2,1,2.090909091
The Economist,3/19/2019,0.0026,"1,048.62","1,046.64","1,059.29","1,041.54",1.67,0.26%,1,1,1,4,3,3,4,1,1,2,1,2
The Economist,3/18/2019,0.0125,"1,045.95","1,037.85","1,048.83","1,037.85",1.41,1.25%,5,1,1,5,1,1,5,5,1,1,1,2.227272727
The Economist,3/15/2019,0.0085,"1,033.04","1,028.91","1,033.80","1,026.44",1.51,0.85%,1,1,1,4,3,3,4,1,1,2,1,2.227272727
The Economist,3/14/2019,0.0023,"1,024.32","1,022.98","1,027.86","1,020.10",1.22,0.23%,1,1,1,1,1,1,5,5,1,1,1,1.863636364
The Economist,3/13/2019,0.0047,"1,021.97","1,018.21","1,025.32","1,011.43",1.22,0.47%,1,1,1,4,3,3,4,1,1,2,1,1.863636364
The Economist,3/12/2019,0.0086,"1,017.21","1,014.65","1,020.69","1,009.19",1.17,0.86%,1,1,1,4,3,3,4,1,1,2,1,2
